patch_id,label,center_lon,center_lat,county_geoid,positive_pixels,area_m2,mean_confidence,max_confidence,bbox_width_m,bbox_height_m,voltage,substation_type,substation_name,operator,osm_id,geom_source,source,split
patch_0335245_1120938,positive,-112.0942143160353,33.5235545988617,4013,593,213.4800000000162,0.6118493676185608,0.73388671875,22.800000000000864,13.800000000000523,,detected,,,-1,model,local_inference,prediction
patch_0335159_1121268,positive,-112.12658917741184,33.51604557508198,4013,1619,582.8400000000441,0.5787607431411743,0.71826171875,27.600000000001046,35.40000000000134,,detected,,,-1,model,local_inference,prediction
patch_0335132_1121234,positive,-112.12291793971946,33.5126562212252,4013,5032,1811.5200000001373,0.6382134556770325,0.7841796875,46.20000000000175,62.400000000002365,,detected,,,-1,model,local_inference,prediction
patch_0335136_1120738,positive,-112.07411688690671,33.51355168523752,4013,873,314.28000000002385,0.5815362334251404,0.6982421875,19.80000000000075,27.000000000001023,,detected,,,-1,model,local_inference,prediction
patch_0335104_1121201,positive,-112.12092849304261,33.50991985123154,4013,2798,1007.2800000000764,0.5784829258918762,0.6162109375,37.20000000000141,43.20000000000164,,detected,,,-1,model,local_inference,prediction
patch_0335105_1121102,positive,-112.10883318271978,33.51098923177948,4013,7341,2642.7600000002003,0.5889755487442017,0.64599609375,53.400000000002024,54.60000000000207,,detected,,,-1,model,local_inference,prediction
patch_0335278_1120346,positive,-112.0342886486046,33.527816956723406,4013,7454,2683.4400000002033,0.9231216907501221,0.99853515625,54.000000000002046,56.40000000000214,,detected,,,-1,model,local_inference,prediction
patch_0335112_1120378,positive,-112.03924091238675,33.51077821482253,4013,2980,1072.8000000000814,0.7298104166984558,0.87255859375,25.200000000000955,49.200000000001864,,detected,,,-1,model,local_inference,prediction
patch_0335115_1119981,positive,-111.99679512109509,33.51101340125323,4013,13394,4821.840000000366,0.8315309882164001,0.9912109375,69.60000000000264,87.60000000000332,,detected,,,-1,model,local_inference,prediction
patch_0335085_1120278,positive,-112.0280686918055,33.508071020335045,4013,1085,390.6000000000296,0.580609142780304,0.74267578125,27.000000000001023,36.60000000000139,,detected,,,-1,model,local_inference,prediction
patch_0335085_1120245,positive,-112.02597678059458,33.50898125136091,4013,1538,553.680000000042,0.5613799095153809,0.5966796875,26.400000000001,29.400000000001114,,detected,,,-1,model,local_inference,prediction
patch_0335086_1120146,positive,-112.01562815677978,33.509537324451216,4013,1149,413.64000000003136,0.7100943922996521,0.828125,20.400000000000773,25.800000000000978,,detected,,,-1,model,local_inference,prediction
patch_0335058_1120211,positive,-112.02198972836364,33.50639506911805,4013,6230,2242.8000000001703,0.919962465763092,0.9970703125,41.40000000000157,60.6000000000023,,detected,,,-1,model,local_inference,prediction
patch_0335241_1121374,positive,-112.13614326260192,33.52340703790038,4013,7679,2764.4400000002092,0.7477511763572693,0.9296875,46.80000000000177,68.40000000000259,,detected,,,-1,model,local_inference,prediction
patch_0335048_1121339,positive,-112.13458626969123,33.50386465005716,4013,2783,1001.880000000076,0.6531299352645874,0.84375,41.40000000000157,32.40000000000123,,detected,,,-1,model,local_inference,prediction
patch_0333737_1119759,positive,-111.97499244534521,33.37425624590672,4013,835,300.60000000002276,0.6831972599029541,0.8759765625,19.200000000000728,19.200000000000728,,detected,,,-1,model,local_inference,prediction
patch_0333629_1119427,positive,-111.94266698563939,33.363030620870475,4013,7348,2645.2800000002003,0.6918758749961853,0.8818359375,56.40000000000214,60.6000000000023,,detected,,,-1,model,local_inference,prediction
patch_0333572_1119658,positive,-111.964829566665,33.35604714425481,4013,7161,2577.9600000001956,0.6775046586990356,0.83740234375,61.80000000000234,47.400000000001796,,detected,,,-1,model,local_inference,prediction
patch_0333546_1119426,positive,-111.94328043518966,33.354735356034816,4013,2476,891.3600000000675,0.6474846005439758,0.796875,37.20000000000141,30.60000000000116,,detected,,,-1,model,local_inference,prediction
patch_0333547_1119360,positive,-111.93743993883378,33.35580779919556,4013,4515,1625.4000000001233,0.8621736168861389,0.9892578125,39.00000000000148,47.400000000001796,,detected,,,-1,model,local_inference,prediction
patch_0333653_1118606,positive,-111.86140300776901,33.36480351952984,4013,14835,5340.600000000404,0.9599383473396301,0.99853515625,77.40000000000293,72.60000000000275,,detected,,,-1,model,local_inference,prediction
patch_0333681_1119298,positive,-111.92827452897296,33.3677660105332,4013,4037,1453.32000000011,0.9005760550498962,0.98974609375,28.20000000000107,57.60000000000218,,detected,,,-1,model,local_inference,prediction
patch_0333542_1119362,positive,-111.93603391633401,33.35397845275448,4013,104697,37690.92000000286,0.9666647911071777,1.0,216.6000000000082,207.60000000000787,,detected,,,-1,model,local_inference,prediction
patch_0333542_1119329,positive,-111.93379585177429,33.35453917364689,4013,54648,19673.28000000149,0.8268671035766602,0.99609375,143.40000000000543,189.00000000000716,,detected,,,-1,model,local_inference,prediction
patch_0333545_1118966,positive,-111.89628812429828,33.354526069286585,4013,8572,3085.9200000002343,0.9421094655990601,0.9990234375,52.800000000002,64.80000000000246,,detected,,,-1,model,local_inference,prediction
patch_0334223_1118605,positive,-111.8612404383182,33.42157276789604,4013,8395,3022.200000000229,0.9045447111129761,0.99853515625,47.400000000001796,69.00000000000261,,detected,,,-1,model,local_inference,prediction
patch_0334113_1118505,positive,-111.84997294158417,33.41100310998863,4013,7511,2703.9600000002047,0.8508168458938599,0.99609375,72.60000000000275,43.20000000000164,,detected,,,-1,model,local_inference,prediction
patch_0333947_1118503,positive,-111.84938326043283,33.394171535915845,4013,18736,6744.960000000511,0.9756097197532654,1.0,99.00000000000375,72.00000000000273,,detected,,,-1,model,local_inference,prediction
patch_0333891_1118536,positive,-111.85370581340939,33.38890069327337,4013,2131,767.1600000000582,0.5873503088951111,0.72509765625,46.20000000000175,24.600000000000932,,detected,,,-1,model,local_inference,prediction
patch_0333862_1118668,positive,-111.86627776527824,33.38683291136805,4013,1911,687.9600000000522,0.6870548725128174,0.89697265625,27.000000000001023,30.60000000000116,,detected,,,-1,model,local_inference,prediction
patch_0334333_1120022,positive,-112.00234471021821,33.43338140307493,4013,5948,2141.280000000162,0.5949798226356506,0.8193359375,77.40000000000293,49.200000000001864,,detected,,,-1,model,local_inference,prediction
patch_0334334_1119890,positive,-111.9897171416628,33.433396236380354,4013,961,345.96000000002624,0.5245867967605591,0.56396484375,36.000000000001364,31.200000000001182,,detected,,,-1,model,local_inference,prediction
patch_0334282_1119460,positive,-111.94506438759915,33.42873615125648,4013,16921,6091.5600000004615,0.943354070186615,1.0,113.4000000000043,57.00000000000216,,detected,,,-1,model,local_inference,prediction
patch_0334250_1119955,positive,-111.99512532785985,33.42515449082639,4013,1877,675.7200000000512,0.5643844604492188,0.60888671875,25.800000000000978,52.800000000002,,detected,,,-1,model,local_inference,prediction
patch_0334195_1119955,positive,-111.99456201824181,33.41933349062028,4013,1908,686.8800000000521,0.6633198261260986,0.8564453125,36.60000000000139,30.60000000000116,,detected,,,-1,model,local_inference,prediction
patch_0334169_1119723,positive,-111.97240385911272,33.4163461208161,4013,4352,1566.7200000001187,0.902764618396759,0.9970703125,42.00000000000159,44.40000000000168,,detected,,,-1,model,local_inference,prediction
patch_0334169_1119690,positive,-111.96995808174205,33.41633821117071,4013,2912,1048.3200000000795,0.7434777617454529,0.98828125,37.20000000000141,33.60000000000127,,detected,,,-1,model,local_inference,prediction
patch_0334114_1119690,positive,-111.96903081494887,33.411867392913095,4013,3649,1313.6400000000995,0.9318733215332031,0.9990234375,42.00000000000159,34.200000000001296,,detected,,,-1,model,local_inference,prediction
patch_0334028_1119953,positive,-111.9965232449172,33.403183231701234,4013,11838,4261.680000000323,0.7418515682220459,0.93359375,75.60000000000286,60.000000000002274,,detected,,,-1,model,local_inference,prediction
patch_0334004_1119589,positive,-111.96025646146833,33.400549674507396,4013,7618,2742.480000000208,0.9473005533218384,1.0,54.60000000000207,57.00000000000216,,detected,,,-1,model,local_inference,prediction
patch_0333947_1119787,positive,-111.97899021916591,33.39343317766058,4013,3305,1189.8000000000902,0.7271625995635986,0.9208984375,70.20000000000266,30.60000000000116,,detected,,,-1,model,local_inference,prediction
patch_0333949_1119523,positive,-111.95174680469836,33.395549997926295,4013,1585,570.6000000000432,0.702226996421814,0.78271484375,24.00000000000091,29.400000000001114,,detected,,,-1,model,local_inference,prediction
patch_0333807_1119950,positive,-111.99609173006984,33.381478222644425,4013,5725,2061.000000000156,0.7749302983283997,0.9609375,55.800000000002115,40.20000000000152,,detected,,,-1,model,local_inference,prediction
patch_0333753_1119785,positive,-111.97801667982068,33.37505230950303,4013,3753,1351.0800000001022,0.6113824844360352,0.83837890625,46.20000000000175,76.20000000000289,,detected,,,-1,model,local_inference,prediction
patch_0334279_1119165,positive,-111.9165774564847,33.42697201418618,4013,17461,6285.960000000477,0.8574670553207397,0.99365234375,81.00000000000307,99.60000000000377,,detected,,,-1,model,local_inference,prediction
patch_0334279_1119099,positive,-111.91099876263074,33.427651681940226,4013,57176,20583.36000000156,0.9326642751693726,0.9990234375,103.20000000000391,240.0000000000091,,detected,,,-1,model,local_inference,prediction
patch_0334282_1118802,positive,-111.8805748964913,33.4282718736131,4013,982,353.5200000000268,0.7145752310752869,0.8466796875,16.800000000000637,25.200000000000955,,detected,,,-1,model,local_inference,prediction
patch_0334251_1119165,positive,-111.91670596169901,33.42538276538017,4013,27750,9990.000000000757,0.7285974025726318,0.9970703125,55.20000000000209,228.60000000000866,,detected,,,-1,model,local_inference,prediction
patch_0334252_1119099,positive,-111.91097219036094,33.42541689277704,4013,34242,12327.120000000934,0.7745274305343628,0.9912109375,102.60000000000389,249.60000000000946,,detected,,,-1,model,local_inference,prediction
patch_0334252_1119099,positive,-111.9095471202285,33.42398516328418,4013,776,279.36000000002116,0.5279742479324341,0.56298828125,16.800000000000637,25.800000000000978,,detected,,,-1,model,local_inference,prediction
patch_0334224_1119165,positive,-111.91672212627094,33.422622738544106,4013,19434,6996.24000000053,0.9627028107643127,1.0,92.4000000000035,85.80000000000325,,detected,,,-1,model,local_inference,prediction
patch_0334224_1119098,positive,-111.91083894752866,33.42316394561096,4013,34540,12434.400000000942,0.9271358847618103,0.9990234375,123.00000000000466,135.00000000000512,,detected,,,-1,model,local_inference,prediction
patch_0334195_1119263,positive,-111.92720020721666,33.41936014161004,4013,1301,468.3600000000355,0.8390897512435913,0.9853515625,24.00000000000091,24.00000000000091,,detected,,,-1,model,local_inference,prediction
patch_0334143_1118833,positive,-111.88351987536366,33.415406486774536,4013,6469,2328.8400000001766,0.9281923770904541,0.9970703125,54.60000000000207,55.800000000002115,,detected,,,-1,model,local_inference,prediction
patch_0334115_1118800,positive,-111.87862403649385,33.410798093749804,4013,5424,1952.640000000148,0.9280152320861816,0.9970703125,40.800000000001546,53.400000000002024,,detected,,,-1,model,local_inference,prediction
patch_0333946_1119261,positive,-111.92526381420359,33.39467338720791,4013,4040,1454.4000000001101,0.8473884463310242,0.9716796875,47.400000000001796,33.00000000000125,,detected,,,-1,model,local_inference,prediction
patch_0333946_1119195,positive,-111.91976729548273,33.393458757157546,4013,7392,2661.120000000202,0.6914397478103638,0.96240234375,70.20000000000266,45.000000000001705,,detected,,,-1,model,local_inference,prediction
patch_0333866_1118797,positive,-111.8803706887801,33.386606566320125,4013,2515,905.4000000000686,0.7295005321502686,0.9345703125,35.40000000000134,36.60000000000139,,detected,,,-1,model,local_inference,prediction
patch_0335017_1119527,positive,-111.95241780361405,33.502447116985685,4013,594,213.8400000000162,0.5741118788719177,0.62451171875,22.800000000000864,12.600000000000477,,detected,,,-1,model,local_inference,prediction
patch_0335017_1119494,positive,-111.95005853730092,33.50141540116494,4013,7751,2790.360000000211,0.8372637033462524,0.9775390625,48.60000000000184,76.20000000000289,,detected,,,-1,model,local_inference,prediction
patch_0334906_1119592,positive,-111.9587739376162,33.49073631778102,4013,14520,5227.200000000396,0.959503173828125,1.0,93.60000000000355,75.00000000000284,,detected,,,-1,model,local_inference,prediction
patch_0334906_1119559,positive,-111.95626008290762,33.49118866344373,4013,2144,771.8400000000585,0.5655030012130737,0.75,27.600000000001046,34.200000000001296,,detected,,,-1,model,local_inference,prediction
patch_0334875_1119922,positive,-111.99076858969345,33.487259384302206,4013,4562,1642.3200000001243,0.9107252359390259,0.99462890625,33.60000000000127,52.20000000000198,,detected,,,-1,model,local_inference,prediction
patch_0334851_1119426,positive,-111.9417985421376,33.48425363258568,4013,43122,15523.920000001175,0.9647417664527893,1.0,159.00000000000603,107.40000000000407,,detected,,,-1,model,local_inference,prediction
patch_0334824_1119426,positive,-111.94177473409898,33.483247271350486,4013,46826,16857.360000001278,0.9234815239906311,0.9990234375,156.60000000000593,115.80000000000439,,detected,,,-1,model,local_inference,prediction
patch_0334794_1119690,positive,-111.96913731790485,33.47862052308035,4013,9410,3387.600000000257,0.9570298194885254,1.0,54.60000000000207,66.60000000000252,,detected,,,-1,model,local_inference,prediction
patch_0334628_1119721,positive,-111.9722188323667,33.46282995605483,4013,3133,1127.8800000000854,0.5628436803817749,0.63525390625,44.40000000000168,34.80000000000132,,detected,,,-1,model,local_inference,prediction
patch_0334628_1119622,positive,-111.96289920606675,33.46256177197223,4013,1681,605.1600000000459,0.6028103828430176,0.72705078125,34.80000000000132,34.80000000000132,,detected,,,-1,model,local_inference,prediction
patch_0334630_1119391,positive,-111.93960394186368,33.46312204442027,4013,3813,1372.680000000104,0.9146071076393127,0.99755859375,45.60000000000173,37.80000000000143,,detected,,,-1,model,local_inference,prediction
patch_0334600_1119721,positive,-111.97247076482135,33.461107117712196,4013,9889,3560.04000000027,0.9296786189079285,0.99853515625,68.40000000000259,55.20000000000209,,detected,,,-1,model,local_inference,prediction
patch_0334602_1119423,positive,-111.94090561309847,33.45960008403729,4013,7563,2722.6800000002063,0.9110519886016846,0.9951171875,41.40000000000157,71.4000000000027,,detected,,,-1,model,local_inference,prediction
patch_0334572_1119787,positive,-111.97795241196752,33.45595281813129,4013,2777,999.7200000000757,0.6004157066345215,0.7705078125,43.20000000000164,33.00000000000125,,detected,,,-1,model,local_inference,prediction
patch_0334544_1119786,positive,-111.9777747547619,33.45335398440335,4013,7705,2773.8000000002103,0.7491658926010132,0.8017578125,78.00000000000296,42.00000000000159,,detected,,,-1,model,local_inference,prediction
patch_0334487_1119951,positive,-111.99412225412705,33.44981472908891,4013,9488,3415.680000000259,0.8768470883369446,0.99609375,64.20000000000243,63.60000000000241,,detected,,,-1,model,local_inference,prediction
patch_0334490_1119587,positive,-111.95992496380497,33.44869885377404,4013,2372,853.9200000000648,0.6081600785255432,0.75146484375,39.6000000000015,32.40000000000123,,detected,,,-1,model,local_inference,prediction
patch_0334432_1119917,positive,-111.99141890337904,33.443421021313334,4013,2060,741.6000000000562,0.7214661240577698,0.79443359375,28.80000000000109,27.000000000001023,,detected,,,-1,model,local_inference,prediction
patch_0334405_1119785,positive,-111.9778748914342,33.44099327025659,4013,8606,3098.160000000235,0.9225855469703674,0.99853515625,64.80000000000246,61.20000000000232,,detected,,,-1,model,local_inference,prediction
patch_0334407_1119620,positive,-111.96311196137427,33.440343077577474,4013,4193,1509.4800000001144,0.9072960615158081,0.99853515625,45.60000000000173,43.80000000000166,,detected,,,-1,model,local_inference,prediction
patch_0334378_1119718,positive,-111.97183616823828,33.43836744538188,4013,2220,799.2000000000605,0.5558364987373352,0.6435546875,68.40000000000259,24.00000000000091,,detected,,,-1,model,local_inference,prediction
patch_0335014_1119331,positive,-111.93331942400202,33.5017401521461,4013,1145,412.20000000003125,0.6330210566520691,0.8203125,35.40000000000134,19.200000000000728,,detected,,,-1,model,local_inference,prediction
patch_0334988_1119067,positive,-111.90708421923986,33.499529589224075,4013,1270,457.20000000003466,0.6396988034248352,0.80615234375,28.20000000000107,24.600000000000932,,detected,,,-1,model,local_inference,prediction
patch_0334933_1118934,positive,-111.89233128134673,33.493857200929604,4013,9686,3486.9600000002642,0.9516279697418213,0.9990234375,63.00000000000239,60.6000000000023,,detected,,,-1,model,local_inference,prediction
patch_0334847_1119396,positive,-111.94041370631678,33.48399357341307,4013,63200,22752.000000001728,0.9768931865692139,1.0,150.6000000000057,155.4000000000059,,detected,,,-1,model,local_inference,prediction
patch_0334738_1119097,positive,-111.90941194250904,33.4734992807907,4013,8913,3208.6800000002436,0.9548530578613281,1.0,51.600000000001955,71.4000000000027,,detected,,,-1,model,local_inference,prediction
patch_0334516_1119194,positive,-111.91838875880138,33.450653172401644,4013,11430,4114.800000000312,0.6708974242210388,0.94775390625,58.200000000002206,81.60000000000309,,detected,,,-1,model,local_inference,prediction
patch_0334406_1119127,positive,-111.91236397155807,33.43969864142936,4013,51652,18594.72000000141,0.9664325714111328,1.0,176.40000000000668,114.60000000000434,,detected,,,-1,model,local_inference,prediction
patch_0335312_1119523,positive,-111.95230504587863,33.531951384156635,4013,1771,637.5600000000484,0.6122925281524658,0.7548828125,33.00000000000125,37.80000000000143,,detected,,,-1,model,local_inference,prediction
patch_0335313_1119457,positive,-111.94584984537929,33.531649110367496,4013,15198,5471.2800000004145,0.9752516746520996,1.0,81.60000000000309,71.4000000000027,,detected,,,-1,model,local_inference,prediction
patch_0335281_1119953,positive,-111.99544944495456,33.52804053592128,4013,637,229.3200000000174,0.6402854323387146,0.82666015625,17.40000000000066,18.600000000000705,,detected,,,-1,model,local_inference,prediction
patch_0335257_1119589,positive,-111.95854765638619,33.52557450904612,4013,5830,2098.8000000001593,0.5885906219482422,0.9296875,61.80000000000234,94.80000000000359,,detected,,,-1,model,local_inference,prediction
patch_0335061_1119785,positive,-111.97902146795933,33.50623341317043,4013,1540,554.400000000042,0.7309325933456421,0.79052734375,26.400000000001,28.20000000000107,,detected,,,-1,model,local_inference,prediction
patch_0335006_1119685,positive,-111.96840492012852,33.50042645809163,4013,4741,1706.7600000001294,0.5755101442337036,0.64990234375,54.60000000000207,72.00000000000273,,detected,,,-1,model,local_inference,prediction
patch_0335373_1118865,positive,-111.88706905476344,33.538015124775576,4013,1435,516.6000000000391,0.8191545605659485,0.98193359375,24.600000000000932,27.000000000001023,,detected,,,-1,model,local_inference,prediction
patch_0335232_1119162,positive,-111.91633719472512,33.52313685185424,4013,2093,753.4800000000571,0.5749223828315735,0.6484375,36.000000000001364,46.20000000000175,,detected,,,-1,model,local_inference,prediction
patch_0335207_1118798,positive,-111.87866582387207,33.519881522115405,4013,1916,689.7600000000523,0.6791003346443176,0.79345703125,29.400000000001114,29.400000000001114,,detected,,,-1,model,local_inference,prediction
patch_0335179_1118863,positive,-111.88639263376189,33.51732363927793,4013,19838,7141.6800000005405,0.9614013433456421,0.9990234375,89.40000000000339,84.00000000000318,,detected,,,-1,model,local_inference,prediction
patch_0335150_1119062,positive,-111.9064986024757,33.516155351850024,4013,5579,2008.4400000001524,0.762421190738678,0.984375,55.800000000002115,40.800000000001546,,detected,,,-1,model,local_inference,prediction
patch_0335121_1119194,positive,-111.91792023908785,33.511831323411975,4013,5177,1863.7200000001412,0.79716956615448,0.98681640625,37.80000000000143,71.4000000000027,,detected,,,-1,model,local_inference,prediction
